Id,Fecha,Anio,Mes,Día,Rol,Victima,Sexo,Edad,Gravedad,Rango_Etario,Sentencia,Cantidad_Víctimas,Hora,Parte_Horaria,Lugar_del_Hecho,Tipo_de_Calle,Calle,Cruce,Dirección_Normalizada,Comuna,Pos X,Pos Y,Participantes,Víctima,Acusado
2017-0086,2017-07-09,2017,7,9,PEATON,PEATON,FEMENINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,07:30:00,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO
2017-0087,2017-07-10,2017,7,10,PEATON,PEATON,FEMENINO,73,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:45:00,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,NO,24 DE NOVIEMBRE Y NO,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO
2017-0088,2017-07-10,2017,7,10,PEATON,PEATON,MASCULINO,43,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,22:30:00,22,AV. PASEO COLON Y BRASIL,AVENIDA,AV. PASEO COLON,SI,AV. PASEO COLON Y SI,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0089,2017-07-13,2017,7,13,CONDUCTOR,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,12:05:00,12,MARTINIANO LEGUIZAMON 901,CALLE,MARTINIANO LEGUIZAMON,NO,MARTINIANO LEGUIZAMON Y NO,9,-58.51514709,-34.64787051,SD-AUTO,SD,AUTO
2017-0090,2017-07-15,2017,7,15,PEATON,PEATON,MASCULINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,05:15:00,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AVENIDA,AV. CHIVILCOY,SI,AV. CHIVILCOY Y SI,11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO
2017-0091,2017-07-15,2017,7,15,CONDUCTOR,MOTO,MASCULINO,58,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,13:00:00,13,SUPERI Y AV. GRAL. PAZ,AVENIDA,SUPERI,SI,SUPERI Y SI,12,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD
2017-0092,2017-07-24,2017,7,24,PEATON,PEATON,MASCULINO,66,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,22:16:01,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,SI,AUTOPISTA 25 DE MAYO Y SI,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO
"2017-0093,2017-07-25,2017,7,25,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,16:48:40,16,""AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO"",AUTOPISTA,AV. LEOPOLDO LUGONES,SI,AV. LEOPOLDO LUGONES Y SI,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO"
2017-0094,2017-07-27,2017,7,27,CICLISTA,BICICLETA,FEMENINO,56,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,08:50:00,8,VICTOR HUGO 2639,CALLE,VICTOR HUGO,NO,VICTOR HUGO Y NO,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS
2017-0095,2017-08-06,2017,8,6,CONDUCTOR,MOTO,MASCULINO,36,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,08:00:00,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,AV. CORDOBA,SI,AV. CORDOBA Y SI,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO
2017-0096,2017-08-07,2017,8,7,PEATON,PEATON,MASCULINO,87,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,19:50:00,19,AV. CABILDO Y NUÑEZ,AVENIDA,AV. CABILDO,SI,AV. CABILDO Y SI,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0098,2017-08-08,2017,8,8,PEATON,PEATON,FEMENINO,61,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,12:10:00,12,JOSE BONIFACIO 2114,CALLE,JOSE BONIFACIO,NO,JOSE BONIFACIO Y NO,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO
2017-0099,2017-08-17,2017,8,17,CICLISTA,BICICLETA,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,19:45:00,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,AV. PRES. FIGUEROA ALCORTA,NO,AV. PRES. FIGUEROA ALCORTA Y NO,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO
2017-0100,2017-08-21,2017,8,21,PASAJERO,MOTO,FEMENINO,16,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,1,07:45:00,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,NO,REPUBLICA BOLIVARIANA DE VENEZUELA Y NO,3,-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0101,2017-08-23,2017,8,23,PEATON,PEATON,FEMENINO,61,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:00:00,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,AV. FEDERICO LACROZE,SI,AV. FEDERICO LACROZE Y SI,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE
2017-0102,2017-08-24,2017,8,24,PEATON,PEATON,MASCULINO,46,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,01:10:00,1,IRIARTE Y ZAVALETA,AVENIDA,AV. GENERAL IRIARTE,SI,AV. GENERAL IRIARTE Y SI,4,-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS
2017-0104,2017-08-25,2017,8,25,PEATON,PEATON,FEMENINO,18,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,09:00:00,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,AV. 9 DE JULIO,SI,AV. 9 DE JULIO Y SI,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS
2017-0106,2017-08-31,2017,8,31,PEATON,PEATON,FEMENINO,85,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,19:50:00,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,SI,FRAY JUSTO SANTAMARIA DE ORO Y SI,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0107,2017-09-01,2017,9,1,CONDUCTOR,MOTO,MASCULINO,41,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,11:30:00,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,AV. DEL LIBERTADOR,SI,AV. DEL LIBERTADOR Y SI,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS
2017-0108,2017-09-02,2017,9,2,PASAJERO,AUTO,MASCULINO,17,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,2,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OTRO,AUTO
2017-0108,2017-09-02,2017,9,2,PASAJERO,AUTO,MASCULINO,10,FATAL,NIÑO,HOMOCIDIO CULPOSO,2,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OTRO,AUTO
2017-0109,2017-09-04,2017,9,4,CONDUCTOR,MOTO,MASCULINO,21,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,21:00:00,21,AV. DIRECTORIO Y PORTELA,AVENIDA,AV. DIRECTORIO,SI,AV. DIRECTORIO Y SI,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO
2017-0110,2017-09-06,2017,9,6,PEATON,PEATON,MASCULINO,56,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,14:15:00,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,SI,LAVALLE Y SI,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0111,2017-09-07,2017,9,7,PEATON,PEATON,FEMENINO,79,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,18:23:37,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,SI,USPALLATA Y SI,4,-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS
2017-0112,2017-09-10,2017,9,10,PASAJERO,AUTO,MASCULINO,1,FATAL,BEBE,HOMOCIDIO CULPOSO,2,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO Y NO,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0112,2017-09-10,2017,9,10,PASAJERO,AUTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO Y NO,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0113,2017-09-11,2017,9,11,PEATON,PEATON,FEMENINO,76,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,06:30:00,6,AV. SANTA FE Y MAIPU,AVENIDA,AV. SANTA FE,SI,AV. SANTA FE Y SI,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0114,2017-09-15,2017,9,15,CONDUCTOR,AUTO,MASCULINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,02:30:00,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,AV. ALVEAR,SI,AV. ALVEAR Y SI,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0115,2017-09-19,2017,9,19,CONDUCTOR,MOTO,MASCULINO,34,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,18:52:33,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,AV. PAVON,SI,AV. PAVON Y SI,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA
2017-0116,2017-09-20,2017,9,20,CONDUCTOR,MOTO,MASCULINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,22:24:00,22,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,AV. GENERAL PAZ,NO,AV. GENERAL PAZ Y NO,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0118,2017-09-22,2017,9,22,PASAJERO,MOTO,FEMENINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,07:02:09,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,SI,VIEYTES Y SI,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO
2017-0120,2017-10-02,2017,10,2,CONDUCTOR,MOTO,MASCULINO,20,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,15:55:33,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL,SI,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL Y SI,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS
2017-0123,2017-10-10,2017,10,10,PEATON,PEATON,FEMENINO,36,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,01:05:38,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,SI,ALBARI?O Y SI,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO
2017-0124,2017-10-12,2017,10,12,CONDUCTOR,MOTO,MASCULINO,51,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,14:40:28,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,JUAN RAMIREZ DE VELASCO,NO,JUAN RAMIREZ DE VELASCO Y NO,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0125,2017-10-13,2017,10,13,CONDUCTOR,MOTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:12:20,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,AV. GENERAL F. FERNANDEZ DE LA CRUZ,SI,AV. GENERAL F. FERNANDEZ DE LA CRUZ Y SI,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0126,2017-10-14,2017,10,14,PASAJERO,AUTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,AV. RIESTRA,SI,AV. RIESTRA Y SI,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0126,2017-10-14,2017,10,14,CONDUCTOR,AUTO,MASCULINO,36,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,AV. RIESTRA,SI,AV. RIESTRA Y SI,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0127,2017-10-16,2017,10,16,PASAJERO,MOTO,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,07:45:00,7,GALLO Y AV. CORDOBA,AVENIDA,GALLO,SI,GALLO Y SI,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO
2017-0128,2017-10-17,2017,10,17,PEATON,PEATON,FEMENINO,60,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,12:30:00,12,DR. JUAN F. ARANGUREN 611,CALLE,DR.  JUAN F. ARANGUREN,NO,DR.  JUAN F. ARANGUREN Y NO,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0129,2017-10-26,2017,10,26,CONDUCTOR,MOTO,MASCULINO,57,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,19:15:15,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,SI,AUTOPISTA PERITO MORENO Y SI,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0130,2017-10-27,2017,10,27,CONDUCTOR,AUTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,05:30:00,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,SI,CHORROARIN Y SI,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS
2017-0132,2017-10-30,2017,10,30,CONDUCTOR,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,14:00:00,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,SI,COSQUIN Y SI,8,-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0134,2017-11-06,2017,11,6,PEATON,PEATON,FEMENINO,47,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,18:00:00,18,AV. CNEL. ROCA 3555,AVENIDA,AV. CORONEL ROCA,NO,AV. CORONEL ROCA Y NO,8,-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0135,2017-11-07,2017,11,7,CONDUCTOR,MOTO,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,12:14:10,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,AV. WARNES,SI,AV. WARNES Y SI,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS
2017-0136,2017-11-16,2017,11,16,PEATON,PEATON,MASCULINO,55,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,08:43:00,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,SI,BARCO CENTENERA DEL Y SI,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0137,2017-11-17,2017,11,17,PEATON,PEATON,FEMENINO,60,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,11:45:00,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,AV. MOSCONI GENERAL,SI,AV. MOSCONI GENERAL Y SI,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS
2017-0138,2017-11-19,2017,11,19,PASAJERO,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,10:30:00,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,AV. LAFUENTE,SI,AV. LAFUENTE Y SI,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0139,2017-11-19,2017,11,19,PASAJERO,AUTO,FEMENINO,15,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,1,22:30:00,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,AV. CORONEL ROCA,SI,AV. CORONEL ROCA Y SI,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0140,2017-11-19,2017,11,19,CONDUCTOR,MOTO,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,23:22:17,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI Y NO,4,0,0,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0141,2017-11-23,2017,11,23,PEATON,PEATON,FEMENINO,22,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,19:45:00,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,AV. LA PLATA,SI,AV. LA PLATA Y SI,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0143,2017-11-25,2017,11,25,CONDUCTOR,AUTO,MASCULINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,21:45:00,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,MANUEL R. TRELLES,SI,MANUEL R. TRELLES Y SI,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0144,2017-11-26,2017,11,26,PASAJERO,AUTO,FEMENINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,06:45:00,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AVENIDA,AV. CORONEL ROCA,SI,AV. CORONEL ROCA Y SI,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0145,2017-11-26,2017,11,26,CONDUCTOR,MOTO,MASCULINO,58,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,17:05:00,17,MAZA Y DON BOSCO,CALLE,MAZA,SI,MAZA Y SI,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO
2017-0147,2017-11-28,2017,11,28,CONDUCTOR,MOTO,MASCULINO,49,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,11:15:00,11,AV. GRAL. PAZ Y AV. EVA PERON,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO
2017-0148,2017-11-29,2017,11,29,PEATON,PEATON,FEMENINO,82,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:45:00,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,AV. SAN JUAN,SI,AV. SAN JUAN Y SI,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0149,2017-11-30,2017,11,30,PEATON,PEATON,MASCULINO,13,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,1,12:20:00,12,AV. PASEO COLON Y MEXICO,AVENIDA,AV. PASEO COLON,SI,AV. PASEO COLON Y SI,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0150,2017-12-04,2017,12,4,PEATON,PEATON,MASCULINO,56,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,01:15:00,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO
2017-0151,2017-12-04,2017,12,4,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,02:15:00,2,VIEYTES Y LUJAN,CALLE,VIEYTES,SI,VIEYTES Y SI,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0152,2017-12-06,2017,12,6,CICLISTA,BICICLETA,MASCULINO,19,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,17:30:00,17,CACHI Y TRAFUL,CALLE,CACHI,SI,CACHI Y SI,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2017-0153,2017-12-11,2017,12,11,PASAJERO,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,02:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,SI,ROSARIO Y SI,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0153,2017-12-11,2017,12,11,CONDUCTOR,MOTO,MASCULINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,02:00:00,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,SI,ROSARIO Y SI,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0154,2017-12-11,2017,12,11,PEATON,PEATON,MASCULINO,76,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,09:15:00,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,AV. ENTRE RIOS,SI,AV. ENTRE RIOS Y SI,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0155,2017-12-12,2017,12,12,CONDUCTOR,MOTO,MASCULINO,77,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,21:25:41,21,AV. RIVADAVIA 6350,AVENIDA,AV. RIVADAVIA,NO,AV. RIVADAVIA Y NO,7,-58.45593915,-34.62656868,SD-MOTO,SD,MOTO
2017-0157,2017-12-17,2017,12,17,CONDUCTOR,AUTO,MASCULINO,53,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,09:02:00,9,AV. GRAL. PAZ Y HUMAITA,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0158,2017-12-18,2017,12,18,CONDUCTOR,MOTO,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,21:30:00,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AVENIDA,GUALEGUAYCHU,SI,GUALEGUAYCHU Y SI,11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO
2017-0159,2017-12-20,2017,12,20,CONDUCTOR,MOTO,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,04:31:27,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,AV. INDEPENDENCIA,SI,AV. INDEPENDENCIA Y SI,1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO
2017-0160,2017-12-22,2017,12,22,PEATON,PEATON,FEMENINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,13:15:00,13,AV. NAZCA 365,AVENIDA,AV. NAZCA,NO,AV. NAZCA Y NO,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO
2017-0161,2017-12-26,2017,12,26,PEATON,PEATON,FEMENINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,15:30:00,15,AV. EVA PERON 5249,AVENIDA,AV. EVA PERON,NO,AV. EVA PERON Y NO,9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO
2018-0001,2018-01-01,2018,1,1,PEATON,PEATON,MASCULINO,83,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,22:50:00,22,San Juan Av. Y Rincón,AVENIDA,AV. SAN JUAN,SI,AV. SAN JUAN Y SI,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO
2018-0002,2018-01-03,2018,1,3,CICLISTA,BICICLETA,FEMENINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,16:40:00,16,Peru 937,CALLE,PERU,NO,PERU Y NO,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
"2018-0003,2018-01-05,2018,1,5,PEATON,PEATON,FEMENINO,58,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,10:12:00,10,""Pueyrredon, Honorio, Dr. Av. y Galicia"",AVENIDA,AV. DR. HONORIO PUEYRREDON,SI,AV. DR. HONORIO PUEYRREDON Y SI,15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE"
2018-0004,2018-01-09,2018,1,9,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,09:40:00,9,Del Libertador Av. y Manzanares,AVENIDA,AV. DEL LIBERTADOR,SI,AV. DEL LIBERTADOR Y SI,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE
2018-0005,2018-01-09,2018,1,9,PEATON,PEATON,MASCULINO,54,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,22:30:00,22,Paseo Colon Av. 1019,AVENIDA,AV. PASEO COLON,NO,AV. PASEO COLON Y NO,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0006,2018-01-10,2018,1,10,CICLISTA,BICICLETA,FEMENINO,45,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,21:15:00,21,Valle y Barco Centenera Del,CALLE,VALLE,SI,VALLE Y SI,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2018-0007,2018-01-11,2018,1,11,CONDUCTOR,AUTO,MASCULINO,46,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,02:30:00,2,AU Perito Moreno  KM 0.6,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO Y NO,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO
